soc_id	var_id	code	category	title	definition	pref_name_for_society	glottocode	Lat	Long	description	name	region	eco_id	eco_code
SCCS76	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Thai	thai1261	14	100.85	Very Low	Very Low	Indo-China	PrecipitationPredictability	0.668414215
SCCS77	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Semang	kens1248	5	101.25	High	high	Malesia	PrecipitationPredictability	0.682639897
SCCS78	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Nicobarese	carn1240	7	93.75	Very Low	Very Low	Indo-China	PrecipitationPredictability	0.603834712
SCCS79	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Andamanese	akab1249	12	93	Very Low	Very Low	Indo-China	PrecipitationPredictability	0.589804953
SCCS8	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Nyakyusa	nyak1261	-9.5	34	Very Low	Very Low	South Tropical Africa	PrecipitationPredictability	0.728508561
SCCS80	SCCS1263	NA	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Vedda	vedd1240	7.75	81.25	Missing data	NA	Indian Subcontinent	PrecipitationPredictability	0.632752036
SCCS81	SCCS1263	NA	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Tanala	tana1285	-22	48	Missing data	NA	Western Indian Ocean	PrecipitationPredictability	0.64028757
SCCS82	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Negri Sembilan	nege1240	2.58	102.25	Very Low	Very Low	Malesia	PrecipitationPredictability	0.728091655
SCCS83	SCCS1263	NA	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Javanese	java1254	-7.7	112.22	Missing data	NA	Malesia	PrecipitationPredictability	0.654488941
SCCS84	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Balinese	bali1278	-8.5	115.33	Moderate	moderate	Malesia	PrecipitationPredictability	0.625700618
SCCS85	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Iban	iban1264	2	113	Moderate	moderate	Malesia	PrecipitationPredictability	0.684465027
SCCS86	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Badjau Tawi-Tawi	sout2918	5	120	Moderate	moderate	Malesia	PrecipitationPredictability	0.699791859
SCCS87	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Toradja	pamo1252	-2	121	Moderate	moderate	Malesia	PrecipitationPredictability	0.669679837
SCCS88	SCCS1263	NA	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Tobelorese	tobe1252	2	127.94	Missing data	NA	Malesia	PrecipitationPredictability	0.670631649
SCCS89	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Alorese	abui1241	-8.33	124.67	High	high	Malesia	PrecipitationPredictability	0.604145283
SCCS9	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Hadza	hadz1240	-3.75	35.18	Moderate	moderate	East Tropical Africa	PrecipitationPredictability	0.667924294
SCCS90	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Tiwi	tiwi1244	-11.38	131	Very Low	Very Low	Australia	PrecipitationPredictability	0.604742188
SCCS91	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Northern Aranda	east2379	-24.25	133.5	Moderate	moderate	Australia	PrecipitationPredictability	0.452378106
SCCS92	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Orokaiva	orok1269	-8.5	148	High	high	Papuasia	PrecipitationPredictability	0.731858749
SCCS93	SCCS1263	4	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Kimam	kima1246	-7.5	138.5	High	high	Papuasia	PrecipitationPredictability	0.648898766
SCCS94	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Mee	ekar1243	-4	136	Very Low	Very Low	Papuasia	PrecipitationPredictability	0.653550567
SCCS95	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Kwoma	kwom1262	-4.17	142.67	Moderate	moderate	Papuasia	PrecipitationPredictability	0.758307521
SCCS96	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Manus	tita1241	-2.17	147.17	Moderate	moderate	Papuasia	PrecipitationPredictability	0.625105769
SCCS97	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Lesu	nots1237	-2.71	151	Very Low	Very Low	Papuasia	PrecipitationPredictability	0.617057931
SCCS98	SCCS1263	3	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Trobriands	kili1267	-8.54	151.01	Moderate	moderate	Papuasia	PrecipitationPredictability	0.672301215
SCCS99	SCCS1263	1	Subsistence, Health	Occurrence of Seasonal Starvation	Dirks, R. (1993). Starvation and famine: cross-cultural codes and some hypothesis tests. Cross-Cultural Research, 27(1-2), 28-69.	Siuai	siwa1245	-6.76	155.45	Very Low	Very Low	Papuasia	PrecipitationPredictability	0.72167192
SCCS1	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Nama	nama1265	-27.5	17	missing data	missing data	Southern Africa	PrecipitationPredictability	0.552160071
SCCS10	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Luguru	lugu1238	-6.83	37.67	missing data	missing data	East Tropical Africa	PrecipitationPredictability	0.707984455
SCCS100	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Tikopia	tiko1237	-12.29	168.83	presence of poor, no information on percentage	presence of poor, no information on percentage	Southwestern Pacific	PrecipitationPredictability	0.677857147
SCCS101	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Bunlap	saaa1241	-15.95	168.22	missing data	missing data	Southwestern Pacific	PrecipitationPredictability	0.63279422
SCCS102	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Mbau Fijians	bauu1243	-18	178.58	missing data	missing data	Southwestern Pacific	PrecipitationPredictability	0.619671995
SCCS103	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Ajie	ajie1238	-21.33	165.67	missing data	missing data	Southwestern Pacific	PrecipitationPredictability	0.566675423
SCCS104	SCCS1723	10	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Māori	maor1246	-35.33	174.17	absence of poor	absence of poor	New Zealand	PrecipitationPredictability	0.621173695
SCCS105	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Marquesans	nort2845	-8.92	-140.17	missing data	missing data	South-Central Pacific	PrecipitationPredictability	0.638503399
SCCS106	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Upolu Samoans	samo1305	-13.94	-171.77	missing data	missing data	Southwestern Pacific	PrecipitationPredictability	0.677829062
SCCS107	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Makin	bana1287	3.38	172.99	missing data	missing data	Southwestern Pacific	PrecipitationPredictability	0.559455676
SCCS108	SCCS1723	22	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Marshallese - Jaluit Atoll	rali1241	6.28	169.49	many poor	many poor	Northwestern Pacific	PrecipitationPredictability	0.6959807
SCCS109	SCCS1723	10	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Trukese	chuu1238	7.34	151.6	absence of poor	absence of poor	Northwestern Pacific	PrecipitationPredictability	0.697768963
SCCS11	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Kikuyu	kiku1240	-0.67	37.17	missing data	missing data	East Tropical Africa	PrecipitationPredictability	0.669648678
SCCS110	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Yapese	yape1248	9.52	138.16	missing data	missing data	Northwestern Pacific	PrecipitationPredictability	0.685111424
SCCS111	SCCS1723	21	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Palauans	pala1344	7.5	134.5	few poor	few poor	Northwestern Pacific	PrecipitationPredictability	0.696421304
SCCS112	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Ifugao	tuwa1243	16.83	121.17	missing data	missing data	Malesia	PrecipitationPredictability	0.637429684
SCCS113	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Atayal	atay1247	24.33	120.75	missing data	missing data	Eastern Asia	PrecipitationPredictability	0.554396611
SCCS114	SCCS1723	21	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Chekiang	wuch1236	31	120.08	few poor	few poor	China	PrecipitationPredictability	0.590632379
SCCS115	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Manchu	manc1252	50	125.5	missing data	missing data	China	PrecipitationPredictability	0.617193659
SCCS116	SCCS1723	22	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Koreans	kore1280	37.6	126.42	many poor	many poor	Eastern Asia	PrecipitationPredictability	0.571090278
SCCS117	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Japanese	nucl1643	34.67	133.67	presence of poor, no information on percentage	presence of poor, no information on percentage	Eastern Asia	PrecipitationPredictability	0.656782616
SCCS118	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Ainu	ainu1240	42.83	143	missing data	missing data	Eastern Asia	PrecipitationPredictability	0.702515747
SCCS119	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Nivkh	gily1242	53	142	presence of poor, no information on percentage	presence of poor, no information on percentage	Russian Far East	PrecipitationPredictability	0.636441967
SCCS12	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Ganda	gand1255	0.33	32.5	presence of poor, no information on percentage	presence of poor, no information on percentage	East Tropical Africa	PrecipitationPredictability	0.604572546
SCCS120	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Yukaghir	nort2745	64.75	153.5	missing data	missing data	Russian Far East	PrecipitationPredictability	0.652616472
SCCS121	SCCS1723	22	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Chukchi	chuk1273	66.5	179.6	many poor	many poor	Russian Far East	PrecipitationPredictability	0.623083252
SCCS122	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Deg Xit'an	dege1248	62.5	-159.5	presence of poor, no information on percentage	presence of poor, no information on percentage	Subarctic America	PrecipitationPredictability	0.664050635
SCCS123	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Aleut	east2533	55	-162.85	presence of poor, no information on percentage	presence of poor, no information on percentage	Subarctic America	PrecipitationPredictability	0.750429141
SCCS124	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Copper Inuit	copp1244	68.72	-112.53	missing data	missing data	Subarctic America	PrecipitationPredictability	0.676987644
SCCS125	SCCS1723	10	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Montagnais	mont1268	50	-74	absence of poor	absence of poor	Eastern Canada	PrecipitationPredictability	0.735906007
SCCS126	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Mi'kmaq	mikm1235	46.99	-65	missing data	missing data	Eastern Canada	PrecipitationPredictability	0.708767505
SCCS127	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Northern Saulteaux	alba1270	52	-95.5	missing data	missing data	Western Canada	PrecipitationPredictability	0.682821213
SCCS128	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	DeneTha	sout2959	62	-122	missing data	missing data	Subarctic America	PrecipitationPredictability	0.678987419
SCCS129	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Kaska	kask1239	60	-131	presence of poor, no information on percentage	presence of poor, no information on percentage	Subarctic America	PrecipitationPredictability	0.711216025
SCCS13	SCCS1723	10	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Mbuti	bila1255	1.5	28.33	absence of poor	absence of poor	West-Central Tropical Africa	PrecipitationPredictability	0.784538547
SCCS130	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Eyak	eyak1241	60.5	-145	presence of poor, no information on percentage	presence of poor, no information on percentage	Subarctic America	PrecipitationPredictability	0.667805767
SCCS131	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Haida	nort2938	54	-132.5	missing data	missing data	Western Canada	PrecipitationPredictability	0.709648746
SCCS132	SCCS1723	22	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Nuxalk	bell1243	52.33	-126.5	many poor	many poor	Western Canada	PrecipitationPredictability	0.674157665
SCCS133	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Twana	twan1247	47.43	-123.25	presence of poor, no information on percentage	presence of poor, no information on percentage	Northwestern U.S.A.	PrecipitationPredictability	0.649379636
SCCS134	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Yurok	yuro1248	41.5	-124	presence of poor, no information on percentage	presence of poor, no information on percentage	Southwestern U.S.A.	PrecipitationPredictability	0.587750387
SCCS135	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Eastern Pomo	east2545	39	-123	missing data	missing data	Southwestern U.S.A.	PrecipitationPredictability	0.488241822
SCCS136	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Southern Valley Yokuts	vall1251	35	-119.5	presence of poor, no information on percentage	presence of poor, no information on percentage	Southwestern U.S.A.	PrecipitationPredictability	0.419393038
SCCS137	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Wadadokado	nort1551	43.5	-119	missing data	missing data	Northwestern U.S.A.	PrecipitationPredictability	0.611246464
SCCS138	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Klamath	klam1254	42.63	-121.67	missing data	missing data	Northwestern U.S.A.	PrecipitationPredictability	0.582081243
SCCS139	SCCS1723	21	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Kutenai	kute1249	49	-116.67	few poor	few poor	Western Canada	PrecipitationPredictability	0.626850806
SCCS14	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Nkundo	nkun1238	-0.75	19.17	missing data	missing data	West-Central Tropical Africa	PrecipitationPredictability	0.7877248
SCCS140	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Gros Ventre	gros1243	48	-108	missing data	missing data	Northwestern U.S.A.	PrecipitationPredictability	0.658103503
SCCS141	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Hidatsa	hida1246	47	-101	missing data	missing data	North-Central U.S.A.	PrecipitationPredictability	0.633481258
SCCS142	SCCS1723	21	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Pawnee	pawn1254	42	-100	few poor	few poor	North-Central U.S.A.	PrecipitationPredictability	0.613605807
SCCS143	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Omaha	omah1248	41.43	-96.5	missing data	missing data	North-Central U.S.A.	PrecipitationPredictability	0.616569554
SCCS144	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Huron	wyan1247	44.5	-79	presence of poor, no information on percentage	presence of poor, no information on percentage	Eastern Canada	PrecipitationPredictability	0.706719488
SCCS145	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Muscogee	cree1270	32.93	-86	missing data	missing data	Southeastern U.S.A.	PrecipitationPredictability	0.652124125
SCCS146	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Natchez	natc1249	31.5	-91.42	missing data	missing data	Southeastern U.S.A.	PrecipitationPredictability	0.633149399
SCCS147	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Comanche	coma1245	34	-101.5	presence of poor, no information on percentage	presence of poor, no information on percentage	South-Central U.S.A.	PrecipitationPredictability	0.575382605
SCCS148	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Chiricahua	mesc1238	32	-109.5	missing data	missing data	Southwestern U.S.A.	PrecipitationPredictability	0.51981461
SCCS149	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Zuni	zuni1245	35.67	-108.75	missing data	missing data	South-Central U.S.A.	PrecipitationPredictability	0.5558235
SCCS15	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Banen	tune1261	4.67	10.8	missing data	missing data	West-Central Tropical Africa	PrecipitationPredictability	0.745351666
SCCS150	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Havasupai	hava1249	35.83	-112.17	missing data	missing data	Southwestern U.S.A.	PrecipitationPredictability	0.44606464
SCCS151	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Tohono O'odham	toho1246	32	-112	missing data	missing data	Southwestern U.S.A.	PrecipitationPredictability	0.403531842
SCCS152	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Huichol	huic1243	22	-105	missing data	missing data	Mexico	PrecipitationPredictability	0.589552149
SCCS153	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Aztec	clas1250	19	-99.17	presence of poor, no information on percentage	presence of poor, no information on percentage	Mexico	PrecipitationPredictability	0.658068088
SCCS154	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Sierra Popoluca	high1276	18.25	-94.83	missing data	missing data	Mexico	PrecipitationPredictability	0.747256961
SCCS155	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	K'iche'	kich1262	15	-91	missing data	missing data	Central America	PrecipitationPredictability	0.676147291
SCCS156	SCCS1723	10	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Miskito	misk1235	15.16	-84.29	absence of poor	absence of poor	Central America	PrecipitationPredictability	0.715106202
SCCS157	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Bribri	brib1243	9	-83.25	missing data	missing data	Central America	PrecipitationPredictability	0.737767558
SCCS158	SCCS1723	NA	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Guna	sanb1242	9.25	-78.5	missing data	missing data	Central America	PrecipitationPredictability	0.754203495
SCCS159	SCCS1723	20	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Wayuu	wayu1243	11.92	-71.75	presence of poor, no information on percentage	presence of poor, no information on percentage	Western South America	PrecipitationPredictability	0.695438965
SCCS16	SCCS1723	10	Subsistence, Kinship, Politics	Number of Poor	Lang, H. (1998). CONAN: An electronic code-text data-base for cross-cultural studies. World Cultures, 9(2), 13-56.	Tiv	tivv1240	7.25	9	absence of poor	absence of poor	West Tropical Africa	PrecipitationPredictability	0.650224499
